state,count
CA,163
NY,87
TX,57
IL,50
FL,45
OH,40
MA,35
PA,30
VA,27
NC,24
GA,23
UT,21
WA,21
AZ,20
WI,19
es,18
MD,17
OK,16
DC,16
SC,15
NJ,14
MO,13
MI,11
IA,9
CT,9
OR,8
MN,8
NV,8
IN,7
KS,7
TN,7
NM,6
CO,5
AL,4
ID,4
LA,3
DE,3
KY,2
AK,2
PR,2
WV,2
AR,2
NE,2
VT,1
MT,1
ME,1
NH,1
