longitude,latitude,altitude,time
100.49660899999999,13.721201999999998,11.2,2018-07-24 07:41:47
100.496647,13.721193,11.3,2018-07-24 07:41:48
100.49668199999999,13.721192000000002,11.3,2018-07-24 07:41:49
100.496736,13.721179999999999,11.4,2018-07-24 07:41:51
100.496775,13.721188,11.4,2018-07-24 07:41:52
100.496825,13.721201999999998,11.5,2018-07-24 07:41:54
100.496889,13.721198000000001,11.6,2018-07-24 07:41:56
100.49691999999999,13.721213,11.7,2018-07-24 07:41:57
100.49695600000001,13.721226000000001,11.7,2018-07-24 07:41:58
100.496998,13.721274,11.9,2018-07-24 07:42:00
100.497015,13.721244,11.9,2018-07-24 07:42:01
100.49706,13.721210000000001,12.0,2018-07-24 07:42:03
100.497095,13.721222000000001,11.9,2018-07-24 07:42:05
100.497129,13.721188,11.8,2018-07-24 07:42:06
100.49717,13.721153,11.7,2018-07-24 07:42:07
100.49720500000001,13.721125,11.6,2018-07-24 07:42:08
100.497238,13.721122,11.6,2018-07-24 07:42:09
100.497262,13.721138,11.6,2018-07-24 07:42:10
100.497298,13.721147,11.5,2018-07-24 07:42:11
100.497339,13.721167000000001,11.5,2018-07-24 07:42:12
100.497373,13.721164000000002,11.5,2018-07-24 07:42:13
100.497407,13.721176000000002,11.4,2018-07-24 07:42:14
100.497466,13.721184,11.4,2018-07-24 07:42:16
100.4975,13.721198999999999,11.4,2018-07-24 07:42:17
100.497535,13.721209,11.4,2018-07-24 07:42:18
100.497584,13.721195999999999,11.4,2018-07-24 07:42:19
100.497623,13.721231,11.4,2018-07-24 07:42:20
100.497662,13.721228,11.4,2018-07-24 07:42:21
100.497726,13.721254,11.4,2018-07-24 07:42:23
100.497764,13.721259,11.4,2018-07-24 07:42:24
100.497801,13.721256,11.4,2018-07-24 07:42:25
100.497843,13.721251,11.4,2018-07-24 07:42:26
100.497874,13.721257000000001,11.3,2018-07-24 07:42:27
100.497912,13.721260000000001,11.3,2018-07-24 07:42:28
100.497964,13.721267999999998,11.3,2018-07-24 07:42:30
100.49799200000001,13.721276999999999,11.3,2018-07-24 07:42:31
100.49804499999999,13.721288000000001,11.2,2018-07-24 07:42:33
100.498079,13.721282,11.2,2018-07-24 07:42:34
100.498111,13.721279999999998,11.1,2018-07-24 07:42:35
100.498165,13.721289,11.1,2018-07-24 07:42:37
100.498194,13.721294,11.0,2018-07-24 07:42:38
100.49822900000001,13.721291,10.9,2018-07-24 07:42:39
100.498262,13.721288000000001,10.8,2018-07-24 07:42:40
100.49829100000001,13.721287,10.6,2018-07-24 07:42:41
100.49833000000001,13.721278,10.5,2018-07-24 07:42:42
100.498361,13.721267000000001,10.5,2018-07-24 07:42:43
100.49839200000001,13.721251,10.4,2018-07-24 07:42:44
100.498447,13.721226999999999,10.1,2018-07-24 07:42:46
100.498474,13.721214000000002,10.0,2018-07-24 07:42:47
100.498529,13.721221,10.1,2018-07-24 07:42:49
100.49855600000001,13.7212,10.2,2018-07-24 07:42:50
100.498594,13.721157999999999,10.4,2018-07-24 07:42:52
100.498622,13.721132999999998,10.6,2018-07-24 07:42:53
100.498653,13.721135,10.8,2018-07-24 07:42:54
100.49868599999999,13.721129999999999,11.1,2018-07-24 07:42:55
100.498731,13.721144,11.6,2018-07-24 07:42:57
100.498765,13.721147,11.7,2018-07-24 07:42:58
100.49882099999999,13.721156,11.6,2018-07-24 07:43:00
100.498814,13.721184,11.6,2018-07-24 07:43:01
100.498824,13.721225,11.3,2018-07-24 07:43:02
100.49886500000001,13.721217000000001,11.1,2018-07-24 07:43:03
100.498898,13.72122,11.0,2018-07-24 07:43:05
100.49893900000001,13.721228,11.0,2018-07-24 07:43:08
