event-id,visible,timestamp,location-long,location-lat,argos:best-level,argos:calcul-freq,argos:iq,argos:lat1,argos:lat2,argos:lc,argos:lon1,argos:lon2,argos:nb-mes,argos:nb-mes-120,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
8393338137,true,2001-08-21 12:20:59.000,-112.656,28.858,-129.0,648555.87,"0",28.858,24.454,"B",-112.656,-92.673,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338138,true,2001-08-22 23:24:42.000,-112.62799999999999,28.259,-134.0,648555.87,"0",28.259,33.719,"B",-112.628,-87.026,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338139,true,2001-08-23 02:53:35.000,-112.654,28.122,-129.0,648555.87,"0",28.122,25.722,"B",-112.654,-124.246,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338140,true,2001-08-24 02:30:10.000,-112.50799999999998,27.624,-128.0,648555.87,"0",27.624,27.502,"B",-112.508,-113.09,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338141,true,2001-08-27 15:23:08.000,-111.596,26.74,-133.0,648555.87,"0",26.74,29.252,"B",-111.596,-122.77,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338142,true,2001-08-28 02:37:48.000,-111.435,26.643,-132.0,648559.37,"50",26.643,25.285,"1",-111.435,-117.861,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338143,true,2001-08-29 12:26:40.000,-111.55099999999999,26.619,-126.0,648559.37,"0",26.619,23.222,"B",-111.551,-96.276,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338144,true,2001-08-31 23:37:44.000,-111.46600000000001,26.185,-130.0,648559.37,"0",26.185,29.369,"B",-111.466,-97.27,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338145,true,2001-09-02 02:24:24.000,-110.84300000000002,25.799,-131.0,648560.12,"60",25.799,25.681,"0",-110.843,-111.392,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338146,true,2001-09-04 23:41:32.000,-110.981,25.469,-132.0,648559.37,"0",25.469,27.753,"B",-110.981,-100.064,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338147,true,2001-09-05 02:55:33.000,-110.68700000000001,25.166,-134.0,648545.81,"50",25.166,21.86,"0",-110.687,-126.255,5,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-00849","2001MX-Bph-00849","Fin whales Gulf of California 2001 - Argos Data"
8393338148,true,2001-03-31 23:44:32.000,-110.828,25.584,-123.0,647711.37,"50",25.584,26.746,"0",-110.828,-105.553,8,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338149,true,2001-04-01 02:31:35.000,-110.839,25.643,-125.0,647654.18,"47",25.643,25.212,"0",-110.839,-112.895,15,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338150,true,2001-04-01 12:13:05.000,-110.98399999999998,25.751,-128.0,647671.12,"60",25.751,23.85,"1",-110.984,-102.468,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338151,true,2001-04-01 12:52:37.000,-111.249,25.816,-124.0,647671.12,"0",25.816,26.536,"B",-111.249,-114.682,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338152,true,2001-04-01 23:31:48.000,-111.04399999999998,25.945,-125.0,647629.12,"58",25.945,-111.044,"0",-111.044,-99.557,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338153,true,2001-04-02 02:10:03.000,-111.13400000000001,25.797,-125.0,647637.12,"48",25.797,27.775,"0",-111.134,-101.841,13,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338154,true,2001-04-02 12:00:42.000,-111.09300000000002,25.77,-123.0,647667.87,"50",25.77,22.443,"1",-111.093,-96.427,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338155,true,2001-04-02 23:43:35.000,-111.10500000000002,25.745,-129.0,647663.0,"42",25.745,28.665,"0",-111.105,-97.286,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338156,true,2001-04-03 15:51:28.000,-111.13400000000001,26.046,-134.0,647731.81,"60",26.046,31.102,"1",-111.134,-133.968,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338157,true,2001-04-03 23:12:10.000,-109.826,28.143,-134.0,647731.81,"0",28.143,32.942,"B",-109.826,-91.578,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338158,true,2001-04-03 23:19:19.000,-110.42099999999999,25.864,-134.0,647883.31,"70",25.864,30.88,"A",-110.421,-86.7,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338159,true,2001-04-04 15:27:15.000,-110.763,25.881,-128.0,647800.81,"40",25.881,28.675,"0",-110.763,-123.827,9,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338160,true,2001-04-04 22:56:59.000,-110.59899999999999,25.952,-132.0,647731.81,"0",25.952,32.038,"B",-110.599,-82.876,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338161,true,2001-04-05 02:42:03.000,-110.971,25.81,-125.0,647670.62,"46",25.81,24.462,"0",-110.971,-117.249,17,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338162,true,2001-04-06 02:18:52.000,-111.07400000000001,25.953,-126.0,647630.62,"56",25.953,26.955,"1",-111.074,-106.417,15,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338163,true,2001-04-06 12:34:18.000,-110.995,25.977,-127.0,647636.12,"58",25.977,25.184,"1",-110.995,-107.368,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338164,true,2001-04-06 12:52:27.000,-111.029,25.99,-126.0,647635.87,"56",25.99,28.35,"1",-111.029,-121.512,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338165,true,2001-04-06 23:52:04.000,-111.61599999999999,25.959,-130.0,647555.37,"58",25.959,28.472,"0",-111.616,-101.939,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338166,true,2001-04-07 12:42:57.000,-111.12299999999999,25.962,-126.0,647663.18,"46",25.962,26.903,"0",-111.123,-115.473,10,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338167,true,2001-04-07 23:26:49.000,-110.917,25.8,-131.0,647765.37,"80",25.8,30.052,"A",-110.917,-90.165,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338168,true,2001-04-07 23:55:08.000,-110.018,25.512,-134.0,647765.37,"50",25.512,24.705,"A",-110.018,-113.896,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338169,true,2001-04-08 12:29:43.000,-110.99000000000001,26.095,-125.0,647652.31,"50",26.095,25.841,"0",-110.99,-109.863,11,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338170,true,2001-04-08 15:39:06.000,-111.09100000000001,26.137,-127.0,647642.12,"50",26.137,29.605,"2",-111.091,-127.656,12,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338171,true,2001-04-08 23:49:49.000,-110.94200000000001,26.147,-127.0,647680.87,"48",26.147,26.926,"0",-110.942,-107.474,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338172,true,2001-04-09 02:53:59.000,-111.356,26.141,-125.0,647680.87,"0",26.141,23.739,"B",-111.356,-121.809,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338173,true,2001-04-09 12:19:16.000,-111.059,25.897,-124.0,647631.81,"50",25.897,24.387,"0",-111.059,-104.224,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338174,true,2001-04-09 23:34:54.000,-110.94799999999998,26.062,-128.0,647620.5,"50",26.062,28.147,"0",-110.948,-101.813,13,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338175,true,2001-04-10 02:27:16.000,-110.47899999999998,25.962,-124.0,647644.87,"48",25.962,25.786,"0",-110.479,-111.321,11,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338176,true,2001-04-10 12:06:51.000,-111.219,25.701,-127.0,647620.5,"0",25.701,22.838,"B",-111.219,-98.382,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338177,true,2001-04-10 23:25:49.000,-111.244,25.953,-126.0,647552.87,"60",25.953,29.506,"0",-111.244,-95.411,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338178,true,2001-04-11 02:05:00.000,-110.93200000000002,25.857,-126.0,647654.81,"58",25.857,28.163,"0",-110.932,-100.025,11,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338179,true,2001-04-11 12:20:05.000,-111.13999999999999,25.845,-128.0,647655.31,"58",25.845,23.368,"1",-111.14,-99.824,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338180,true,2001-04-11 23:11:46.000,-111.082,25.959,-127.0,647633.12,"48",25.959,30.699,"0",-111.082,-90.068,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338181,true,2001-04-11 23:29:55.000,-109.73399999999998,25.46,-130.0,647633.12,"0",25.46,28.558,"B",-109.734,-94.539,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338182,true,2001-04-12 15:50:39.000,-111.394,25.646,-133.0,647629.68,"50",25.646,29.928,"0",-111.394,-132.17,9,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338183,true,2001-04-12 23:00:11.000,-110.76999999999998,25.824,-130.0,647751.37,"60",25.824,31.619,"0",-110.77,-84.284,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338184,true,2001-04-13 15:25:06.000,-111.195,25.807,-128.0,647670.37,"50",25.807,27.934,"1",-111.195,-121.333,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338185,true,2001-04-14 02:37:06.000,-111.06900000000002,25.674,-124.0,647646.31,"58",25.674,24.824,"1",-111.069,-115.078,13,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338186,true,2001-04-15 02:14:21.000,-111.007,25.716,-129.0,647641.12,"50",25.716,27.119,"0",-111.007,-104.318,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338187,true,2001-04-15 12:27:11.000,-110.969,25.446,-133.0,647641.12,"0",25.446,23.923,"B",-110.969,-103.779,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338188,true,2001-04-16 12:33:32.000,-109.506,24.651,-127.0,647663.87,"50",24.651,25.449,"0",-109.506,-112.916,5,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338189,true,2001-04-17 15:33:54.000,-110.662,25.164,-129.0,647634.31,"50",25.164,28.534,"1",-110.662,-126.434,8,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338190,true,2001-04-17 23:41:16.000,-110.768,25.151,-127.0,647559.31,"68",25.151,26.869,"1",-110.768,-103.079,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338191,true,2001-04-18 02:47:59.000,-110.65699999999998,25.16,-130.0,647626.81,"47",25.16,23.217,"0",-110.657,-119.557,14,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338192,true,2001-04-18 12:12:27.000,-110.636,25.224,-130.0,647636.87,"50",25.224,22.989,"0",-110.636,-100.854,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338193,true,2001-04-18 23:25:17.000,-110.59899999999999,25.077,-134.0,647636.87,"0",25.077,27.892,"B",-110.599,-97.581,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338194,true,2001-04-19 02:24:10.000,-110.482,25.137,-127.0,647613.0,"60",25.137,25.504,"1",-110.482,-108.764,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10824","2001MX-Bph-10824","Fin whales Gulf of California 2001 - Argos Data"
8393338195,true,2001-03-28 02:23:29.000,-111.18299999999999,25.796,-124.0,651830.31,"50",25.796,26.432,"0",-111.183,-108.182,20,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338196,true,2001-03-28 12:44:00.000,-110.262,25.397,-128.0,651844.5,"58",25.397,25.78,"0",-110.262,-111.974,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338197,true,2001-03-28 23:56:03.000,-111.126,25.706,-126.0,651851.87,"50",25.706,27.099,"0",-111.126,-104.435,5,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338198,true,2001-03-29 02:01:26.000,-111.095,25.77,-129.0,651831.5,"58",25.77,28.653,"1",-111.095,-97.362,5,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338199,true,2001-03-29 12:19:28.000,-111.06200000000001,25.657,-125.0,651834.87,"58",25.657,23.267,"2",-111.062,-100.151,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338200,true,2001-03-29 12:46:48.000,-111.05000000000001,25.65,-125.0,651835.81,"66",25.65,-111.05,"3",-111.05,-119.662,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338201,true,2001-03-30 12:34:34.000,-111.197,25.738,-125.0,651837.12,"50",25.738,26.126,"0",-111.197,-113.145,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338202,true,2001-03-30 15:44:05.000,-111.28800000000001,25.813,-125.0,651830.68,"50",25.813,29.64,"0",-111.288,-129.777,12,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338203,true,2001-03-30 23:10:35.000,-111.196,25.28,-133.0,651985.62,"70",25.28,31.164,"A",-111.196,-82.277,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338204,true,2001-03-31 02:53:19.000,-111.643,25.902,-130.0,651757.81,"55",25.902,23.5,"0",-111.643,-123.076,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338205,true,2001-03-31 12:23:26.000,-111.21100000000001,26.058,-125.0,651822.18,"68",26.058,0.439,"1",-111.211,-1.011,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338206,true,2001-03-31 15:20:30.000,-111.33499999999998,26.112,-126.0,651834.37,"50",26.112,27.653,"1",-111.335,-118.69,9,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338207,true,2001-03-31 23:40:48.000,-111.457,25.85,-126.0,651836.12,"80",25.85,27.291,"A",-111.457,-104.882,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338208,true,2001-04-01 02:32:02.000,-110.939,26.037,-124.0,651835.62,"48",26.037,25.605,"0",-110.939,-113.007,10,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338209,true,2001-04-01 12:11:08.000,-111.18799999999999,26.113,-130.0,651855.12,"50",26.113,24.062,"0",-111.188,-101.825,8,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338210,true,2001-04-01 12:51:27.000,-111.18299999999999,26.109,-132.0,651855.12,"0",26.109,26.823,"B",-111.183,-114.587,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338211,true,2001-04-01 14:58:58.000,-110.81900000000002,26.019,-122.0,651837.18,"58",26.019,25.5,"1",-110.819,-108.339,13,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338212,true,2001-04-01 23:29:39.000,-110.826,26.095,-135.0,651855.12,"0",26.095,28.504,"B",-110.826,-99.887,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338213,true,2001-04-02 02:09:16.000,-111.08100000000002,26.104,-127.0,651838.5,"50",26.104,-111.081,"1",-111.081,-101.996,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338214,true,2001-04-02 12:00:54.000,-110.862,26.127,-127.0,651840.68,"56",26.127,22.89,"3",-110.862,-96.524,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338215,true,2001-04-02 12:28:01.000,-110.88299999999998,26.122,-125.0,651839.87,"80",26.122,24.609,"A",-110.883,-103.707,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338216,true,2001-04-02 23:18:24.000,-110.98599999999999,25.996,-130.0,651917.81,"48",25.996,29.732,"0",-110.986,-93.879,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338217,true,2001-04-02 23:41:05.000,-110.906,26.361,-130.0,651638.31,"62",26.361,29.127,"0",-110.906,-97.579,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338218,true,2001-04-03 12:04:02.000,-111.055,25.999,-128.0,651840.87,"60",25.999,21.946,"3",-111.055,-92.589,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338219,true,2001-04-03 15:53:30.000,-111.059,26.073,-125.0,651840.87,"58",26.073,30.885,"1",-111.059,-134.188,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338220,true,2001-04-03 23:08:13.000,-111.084,25.974,-130.0,651868.18,"58",25.974,31.071,"0",-111.084,-88.085,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338221,true,2001-04-03 23:16:28.000,-111.14699999999999,25.947,-129.0,651868.18,"50",25.947,31.114,"A",-111.147,-86.218,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338222,true,2001-04-04 15:29:21.000,-110.923,25.877,-127.0,651775.68,"60",25.877,28.54,"1",-110.923,-123.621,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338223,true,2001-04-05 02:40:46.000,-110.951,25.927,-129.0,651831.68,"50",25.927,24.577,"1",-110.951,-117.349,10,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338224,true,2001-04-05 15:07:10.000,-111.33699999999999,25.965,-124.0,651857.37,"50",25.965,26.165,"0",-111.337,-112.288,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338225,true,2001-04-06 02:20:09.000,-111.09199999999998,25.885,-127.0,651841.81,"50",25.885,26.864,"1",-111.092,-106.458,9,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338226,true,2001-04-06 12:34:40.000,-111.005,25.984,-126.0,651840.81,"58",25.984,25.195,"1",-111.005,-107.365,10,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338227,true,2001-04-06 12:51:23.000,-111.005,25.989,-126.0,651839.81,"56",25.989,28.372,"2",-111.005,-121.461,9,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338228,true,2001-04-06 23:51:57.000,-111.00999999999999,25.917,-126.0,651837.12,"68",25.917,28.09,"1",-111.01,-100.793,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338229,true,2001-04-07 01:59:00.000,-111.63900000000001,25.802,-130.0,651698.37,"0",25.802,29.418,"A",-111.639,-94.722,3,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338230,true,2001-04-07 12:41:38.000,-111.18299999999999,25.914,-130.0,651839.81,"0",25.914,26.9,"B",-111.183,-115.634,2,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338231,true,2001-04-07 23:25:28.000,-110.963,26.09,-128.0,651727.68,"52",26.09,30.438,"0",-110.963,-89.976,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338232,true,2001-04-08 12:30:55.000,-111.061,25.93,-123.0,651846.81,"50",25.93,25.661,"0",-111.061,-109.867,6,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338233,true,2001-04-08 15:39:01.000,-111.213,25.917,-130.0,651829.37,"60",25.917,29.355,"1",-111.213,-127.778,4,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338234,true,2001-04-08 23:47:27.000,-110.947,25.782,-125.0,651899.62,"58",25.782,26.606,"0",-110.947,-107.215,7,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
8393338235,true,2001-04-09 12:17:50.000,-110.975,25.648,-130.0,651853.62,"50",25.648,24.152,"0",-110.975,-104.261,5,0,"argos-doppler-shift","Balaenoptera physalus","2001MX-ST15-10833","2001MX-Bph-10833","Fin whales Gulf of California 2001 - Argos Data"
